ticker,chinese_name,english_name
603650.SS,彤程新材,"Red Avenue New Materials Group Co., Ltd."
603658.SS,安图生物,"Autobio Diagnostics Co., Ltd."
603659.SS,璞泰来,"Shanghai Putailai New Energy Technology Co., Ltd."
603688.SS,石英股份,"JIANGSU PACIFIC QUARTZ CO., LTD"
603699.SS,纽威股份,"Neway Valve (Suzhou) Co., Ltd."
603728.SS,鸣志电器,"Shanghai Moons' Electric Co., Ltd."
603737.SS,三棵树,"SKSHU Paint Co., Ltd."
603766.SS,隆鑫通用,"Loncin Motor Co., Ltd."
603786.SS,科博达,"KEBODA TECHNOLOGY Co., Ltd."
603806.SS,福斯特,"HANGZHOU FIRST PV MATERIAL Co., LTD."
603816.SS,顾家家居,"Jason Furniture (Hangzhou) Co.,Ltd."
603833.SS,欧派家居,Oppein Home Group Inc.
603858.SS,步长制药,"SHANDONG BUCHANG PHARMACEUTICALS CO., LTD."
603885.SS,吉祥航空,"JUNEYAO AIRLINES Co., Ltd"
603899.SS,晨光股份,SHANGHAI M&G STATIONERY INC.
603920.SS,世运电路,"Olympic Circuit Technology Co., Ltd."
603939.SS,益丰药房,"Yifeng Pharmacy Chain Co., Ltd."
603979.SS,金诚信,"JCHX MINING MANAGEMENT CO.,LTD."
605358.SS,立昂微,"Hangzhou Lion Electronics Co.,Ltd"
605589.SS,圣泉集团,"Jinan Shengquan Group Share Holding Co.,Ltd."
688002.SS,睿创微纳,"Raytron Technology Co.,Ltd"
688017.SS,绿的谐波,"Leader Harmonious Drive Systems Co., Ltd."
688018.SS,乐鑫科技,"Espressif Systems (Shanghai) Co., Ltd."
688019.SS,安集科技,"Anji Microelectronics Technology (Shanghai) Co., Ltd."
688027.SS,国盾量子,"QuantumCTek Co., Ltd."
688037.SS,芯源微,"KINGSEMI Co., Ltd."
688052.SS,纳芯微,"Suzhou Novosense Microelectronics Co., Ltd."
688065.SS,凯赛生物,Cathay Biotech Inc.
688099.SS,晶晨股份,"Amlogic (Shanghai) Co., Ltd."
688114.SS,华大智造,"MGI Tech Co., Ltd."
688120.SS,华海清科,"Hwatsing Technology Co.,Ltd."
688122.SS,西部超导,"Western Superconducting Technologies Co.,Ltd."
688166.SS,博瑞医药,"BrightGene Bio-Medical Technology Co., Ltd."
688169.SS,石头科技,"Beijing Roborock Technology Co., Ltd."
688172.SS,燕东微,"Beijing YanDong MicroElectronic Co., Ltd."
688180.SS,君实生物,"Shanghai Junshi Biosciences Co., Ltd."
688187.SS,时代电气,"Zhuzhou CRRC Times Electric Co., Ltd."
688188.SS,柏楚电子,SHANGHAI FRIENDESS ELECTRONICS TECHNOLOGY CORPORATION LIMITED
688192.SS,迪哲医药,"Dizal (Jiangsu) Pharmaceutical Co., Ltd."
688200.SS,华峰测控,"Beijing Huafeng Test & Control Technology Co., Ltd."
688213.SS,思特威,"Smartsens Technology (Shanghai) Co., Ltd."
688220.SS,翱捷科技,"ASR Microelectronics Co., Ltd."
688234.SS,天岳先进,"SICC CO., LTD."
688235.SS,百济神州,"BeiGene, Ltd."
688248.SS,南网科技,"ChinaSouthernPowerGridTechnologyCo.,Ltd."
688266.SS,泽璟制药,"Suzhou Zelgen Biopharmaceuticals Co., Ltd."
688278.SS,特宝生物,"Xiamen Amoytop Biotech Co., LTD."
688281.SS,华秦科技,"Shaanxi Huaqin Technology Industry Co., Ltd."
688295.SS,中复神鹰,"Zhongfu Shenying Carbon Fiber Co.,Ltd."
688297.SS,中无人机,"AVIC (CHENGDU) UAS CO., LTD."
688301.SS,奕瑞科技,iRay Group
688313.SS,仕佳光子,"Henan Shijia Photons Technology Co., Ltd."
688318.SS,财富趋势,"Shenzhen Fortune Trend Technology Co., Ltd"
688322.SS,奥比中光,Orbbec Inc.
688331.SS,荣昌生物,"RemeGen Co., Ltd."
688336.SS,三生国健,"Sunshine Guojian Pharmaceutical (Shanghai) Co., Ltd."
688343.SS,云天励飞,"Shenzhen Intellifusion Technologies Co., Ltd."
688347.SS,华虹宏力,Hua Hong Grace Semiconductor Limited
688349.SS,三一重能,"Sany Heavy Energy Co., Ltd."
688361.SS,中科飞测,"Skyverse Technology Co., Ltd."
688363.SS,华熙生物,Bloomage Biotechnology Corporation Limited
688375.SS,国博电子,"Guobo Electronics Co., Ltd."
688385.SS,复旦微电,"Shanghai Fudan Microelectronics Group CO.,LTD."
688387.SS,信科移动,"CICT Mobile Communication Technology Co., Ltd."
688411.SS,海博思创,"Beijing HyperStrong Technology Co.,Ltd."
688425.SS,铁建重工,China Railway Construction Heavy Industry Corporation Limited
688469.SS,芯联集成,"United Nova Technology Co., Ltd."
688475.SS,萤石网络,"Hangzhou EZVIZ Network Co.,Ltd."
688498.SS,源杰科技,"Yuanjie Semiconductor Technology Co., Ltd"
688520.SS,神州细胞,Sinocelltech Group Limited
688538.SS,和辉光电,"Everdisplay Optronics (Shanghai) Co., Ltd."
688561.SS,奇安信,Qi An Xin Technology Group Inc.
688563.SS,航材股份,"Baimtec Material Co.,Ltd."
688568.SS,中科星图,"Geovis Technology Co.,Ltd"
688578.SS,艾力斯,"Shanghai Allist Pharmaceuticals Co., Ltd."
688582.SS,芯动联科,Anhui XDLK Microsystem Corporation Limited
688599.SS,天合光能,"Trina Solar Co., Ltd."
688608.SS,恒玄科技,"Bestechnic (Shanghai) Co., Ltd."
688615.SS,合合信息,"Intsig Information Co., Ltd."
688617.SS,惠泰医疗,APT Medical Inc.
688629.SS,华丰科技,"Sichuan Huafeng Technology Co., LTD."
688676.SS,金盘科技,"HAINAN JINPAN SMART TECHNOLOGY CO., LTD."
688692.SS,达梦数据,WUHAN DAMENG DATABASE COMPANY LIMITED
688702.SS,盛科通信,"Suzhou Centec Communications Co., Ltd."
688708.SS,佳驰科技,"Chengdu Jiachi Electronic Technology Co., Ltd."
688709.SS,成都华微,"Chengdu Sino-Microelectronics Tech. Co., Ltd."
688728.SS,格科微,GalaxyCore Inc.
688772.SS,珠海冠宇,"Zhuhai CosMX Battery Co., Ltd."
688777.SS,中控技术,"SUPCON Technology Co., Ltd."
688778.SS,厦钨新能,"XTC New Energy Materials (Xiamen) Co.,Ltd."
688819.SS,天能股份,"Tianneng Battery Group Co.,Ltd."
689009.SS,九号公司,Ninebot Limited
